,,１２半形字元換行,,,１４半形字元換行,１５全形字元換行,,,,
,,number,category,brand,model,item,price,retail price,price 6,link
茂 訊-AR-888-WDR11B7-節電器(RF Card),茂 訊 節電器(RF Card),9EAMC888WDR11B7,門 禁 對 講,茂 訊,AR-888-WDR11B7,節電器(RF Card),1439.46,2100,1151.57,https://drive.google.com/open?id=15lAMhL6wpGa-UnOnYEXXZdzKGuxmdW8t&usp=drive_copy
茂 訊-AR-661UG-e-Tag Tools 調校軟體,茂 訊 e-Tag Tools 調校軟體,9EPSYAR661UGV3,停 管 配 置,茂 訊,AR-661UG,e-Tag Tools 調校軟體,25714,36000,19741,https://drive.google.com/open?id=15NZo5tLJ522CyGnTDbEMF8v8hBfs2SEh&usp=drive_copy
茂 訊-AR-661UG-L-e-Tag 手持型UHF辨識資料讀取器 ,茂 訊 e-Tag 手持型UHF辨識資料讀取器,9ESAR661UGL,停 管 配 置,茂 訊,AR-661UG-L,e-Tag 手持型UHF辨識資料讀取器 ,17143,24000,12765,https://drive.google.com/open?id=1Lotr7bPT7UV-pJM0K0x0MNttxgRMesDm&usp=drive_copy
茂 訊-AR-661UG(V2)-e-Tag 固定型UHF長距離感應讀頭 ,茂 訊 e-Tag 固定型UHF長距離感應讀頭,9ESAR661UGV2,停 管 配 置,茂 訊,AR-661UG(V2),e-Tag 固定型UHF長距離感應讀頭 ,17143,24000,12765,https://drive.google.com/open?id=10zNVcf0lwWav2ymZFVtibw8v36Lb_eUy&usp=drive_copy
茂 訊-AR-725-E-按鍵型多功能控制器,茂 訊 按鍵型多功能控制器,9EASY721HDR1N21,門 禁 對 講,茂 訊,AR-725-E,按鍵型多功能控制器,1357.14,1900,1041.9,https://drive.google.com/open?id=1f-YHlb1IEKlqXyCqXy2nTKcOcrLOYD_N&usp=drive_copy
茂 訊-AR-721K-按鍵型門禁讀頭,茂 訊 按鍵型門禁讀頭,9EAMCAR721KDX3N21,門 禁 對 講,茂 訊,AR-721K,按鍵型門禁讀頭,1015,1480,812,https://drive.google.com/open?id=1JT4RdNyIgLtWOGcbTv11STPF2Psh3x2s&usp=drive_copy
茂 訊-AR-721HDR1N21-多功能控制器（13.56MHz+RTC+485）灰色,茂 訊 多功能控制器（13.56MHz+RTC+485）灰色,9ESAR721HBR,門 禁 對 講,茂 訊,AR-721HDR1N21,多功能控制器（13.56MHz+RTC+485）灰色,2062,★★★,1675,https://drive.google.com/open?id=1BMIGa67UKQf8XwG6fl1L6U0VUf915uCT&usp=drive_copy
茂 訊-AR-721-多功能控制器（125KHz）,茂 訊 多功能控制器（125KHz）,9ESAR721HDR,門 禁 對 講,茂 訊,AR-721,多功能控制器（125KHz）,1357,1900,1011,https://drive.google.com/open?id=1stWIetIYYNxPZXsUEEw8DVcZox9Em5F6&usp=drive_copy
茂 訊-AR-721-多功能控制器（13.56MHz）,茂 訊 多功能控制器（13.56MHz）,9ESAR721HDRBK,門 禁 對 講,茂 訊,AR-721,多功能控制器（13.56MHz）,1356,80,1085,https://drive.google.com/open?id=18pCOQ4rP45BibNjv3l_WIVPyJIkjUcIl&usp=drive_copy
茂 訊-AR-721-多功能控制器（13.56MHz）黑色,茂 訊 多功能控制器（13.56MHz）黑色,9ESAR721HDRBK,門 禁 對 講,茂 訊,AR-721,多功能控制器（13.56MHz）黑色,1356,80,1085,https://drive.google.com/open?id=1zz0U1eD5u9PjWAd6ms0wbHTitDu6n72O&usp=drive_copy
茂 訊-AR-837-EFD9DO-液晶顯示門禁控制器（指紋型）（9DO）,茂 訊 液晶顯示門禁控制器（指紋型）（9DO）,9EAMCAR837EF9BR,門 禁 對 講,茂 訊,AR-837-EFD9DO,液晶顯示門禁控制器（指紋型）（9DO）,8225.49,11140,6580.39,https://drive.google.com/open?id=1rDigtYX0orlDPyvf-1YqOKotkiwwQBBF&usp=drive_copy
茂 訊-AR-837Ei-液晶顯示門禁控制器,茂 訊 液晶顯示門禁控制器,9EASYAR837EI,門 禁 對 講,茂 訊,AR-837Ei,液晶顯示門禁控制器,3600,5000,3203,https://drive.google.com/open?id=1zlc3KwPTXnvSLJYrsEckfd-ekkz9UAgD&usp=drive_copy
茂 訊-AR-888-HDR11B7-嵌入式門禁控制器,茂 訊 嵌入式門禁控制器,9EAMC888HDR11B7,門 禁 對 講,茂 訊,AR-888-HDR11B7,嵌入式門禁控制器,2100,2940,1564,https://drive.google.com/open?id=1YaLtVXjIZhgauMXMqX6OVj4WQ3EW41pZ&usp=drive_copy
茂 訊-AR-888-PBI-US-嵌入式紅外線開門按鈕,茂 訊 嵌入式紅外線開門按鈕,9EASYARPBI888US,門 禁 對 講,茂 訊,AR-888-PBI-US,嵌入式紅外線開門按鈕,699,1020,559,https://drive.google.com/open?id=1RQYBMPiF_-pFolSz96_X1lsixINa30Oj&usp=drive_copy
茂 訊-AR-TAGCI3W50F-MF06-通用型 ISO 薄卡,茂 訊 通用型 ISO 薄卡,9ESAR3W50F,門 禁 對 講,茂 訊,AR-TAGCI3W50F-MF06,通用型 ISO 薄卡,26,36,20,https://drive.google.com/open?id=1i85gdmJqWdBjXhDPoMy0PjcukaH9dAJV&usp=drive_copy
茂 訊-AR-TAGCI73W20F-MF06-通用型 鑰匙圈（方形-噴墨款）,茂 訊 通用型 鑰匙圈（方形-噴墨款）,9ESAR73W20F,門 禁 對 講,茂 訊,AR-TAGCI73W20F-MF06,通用型 鑰匙圈（方形-噴墨款）,26,36,20,https://drive.google.com/open?id=1Yo523e5cY7rhQC3PPsUbFveQpkqmOUHK&usp=drive_copy
茂 訊-AR-TAGCI8W50F-e-Tag 860～960MHz UHF（ISO薄卡）,茂 訊 e-Tag 860～960MHz UHF（ISO薄卡）,9EPSAARTAGT99,停 管 配 置,茂 訊,AR-TAGCI8W50F,e-Tag 860～960MHz UHF（ISO薄卡）,46,64,34,https://drive.google.com/open?id=1KPmelVkJtYKauyqYfAqDi2FrYSqs1Rnm&usp=drive_copy
茂 訊-AR-TAGT99WO1F-e-Tag 860～960MHz UHF（貼紙）,茂 訊 e-Tag 860～960MHz UHF（貼紙）,9ESARTAGCI8W50F,停 管 配 置,茂 訊,AR-TAGT99WO1F,e-Tag 860～960MHz UHF（貼紙）,57,80,45,https://drive.google.com/open?id=1szeuimVUoDQJrPYSrW2X9A0xlRi9GCTq&usp=drive_copy
茂 訊-AR-TAGK33W20F-MF18-Mifare鑰匙圈（長碼型）,茂 訊 Mifare鑰匙圈（長碼型）,9ESYARTAGK33W20FMF06,門 禁 對 講,茂 訊,AR-TAGK33W20F-MF18,Mifare鑰匙圈（長碼型）,21,30,17,https://drive.google.com/open?id=1BkgX3z5rdZ_nImU4ctGjfDR9P2D93qbN&usp=drive_copy
茂 訊-AR-TAGK33W20F-MF06-Mifare鑰匙圈（通用型）,茂 訊 Mifare鑰匙圈（通用型）,9EASY33W20FMF18,門 禁 對 講,茂 訊,AR-TAGK33W20F-MF06,Mifare鑰匙圈（通用型）,32,40,25,https://drive.google.com/open?id=15_6yIwWiQLPQmOvHH_W0EFd51fjcX7Bp&usp=drive_copy
茂 訊-AR-PB-7A-GR-SN-防水型開門按鈕GR,茂 訊 防水型開門按鈕GR,9EASYPB7ABRSE,門 禁 對 講,茂 訊,AR-PB-7A-GR-SN,防水型開門按鈕GR,357,500,280,https://drive.google.com/open?id=1Hzkm22hp_-L5VeYGe0l8oIa2A4Jd871V&usp=drive_copy
茂 訊-AR-PB-7A-BR-SE-防水型開門按鈕BR,茂 訊 防水型開門按鈕BR,9EASYARPB7AGRSN,門 禁 對 講,茂 訊,AR-PB-7A-BR-SE,防水型開門按鈕BR,357,500,266,https://drive.google.com/open?id=1PzrIKxTbHXs3MbYY2Ri0u14wFlKNgVE4&usp=drive_copy
茂 訊-AR-PB2-072122-不鏽鋼開門按鈕（US）,茂 訊 不鏽鋼開門按鈕（US）,9EASYPB2072122,門 禁 對 講,茂 訊,AR-PB2-072122,不鏽鋼開門按鈕（US）,452.4,560,361.92,https://drive.google.com/open?id=1L_pmgbM38C7XZXuXDUatZKN8GX8T4ouQ&usp=drive_copy
茂 訊-AR-PB2-041108-不鏽鋼開門按鈕（美規窄版）,茂 訊 不鏽鋼開門按鈕（美規窄版）,★★★,門 禁 對 講,茂 訊,AR-PB2-041108,不鏽鋼開門按鈕（美規窄版）,★★★,★★★,★★★,https://drive.google.com/open?id=1NAQG23UROwcQ5KPIBzPO8AdV3M6a30Q-&usp=drive_copy
茂 訊-AR-101-PBI-GR-L-7M E5-非接觸紅外線開關7M,茂 訊 非接觸紅外線開關7M,9EASYAR101PBIGR7A,門 禁 對 講,茂 訊,AR-101-PBI-GR-L-7M E5,非接觸紅外線開關7M,521,760,417,https://drive.google.com/open?id=1LGSWlH-_upwZE4Ru6r4zyUv4U88S2au1&usp=drive_copy
茂 訊-AR-101-PBI-GR-L-9M E5-非接觸紅外線開關9M,茂 訊 非接觸紅外線開關9M,9EASYAR101PBIGR,門 禁 對 講,茂 訊,AR-101-PBI-GR-L-9M E5,非接觸紅外線開關9M,500,700,420,https://drive.google.com/open?id=1YdLM8kEr0ZRtT-DaLEY7ZQXG99Ij83vq&usp=drive_copy
茂 訊-DMET-PB-不鏽鋼修飾面板（銀色）,茂 訊 不鏽鋼修飾面板（銀色）,9EASYDMETPBS,門 禁 對 講,茂 訊,DMET-PB,不鏽鋼修飾面板（銀色）,71,100,53,https://drive.google.com/open?id=1CfNEMv4qCkGTjBH86qy5waAwAaA-1XI4&usp=drive_copy
茂 訊-DPLA-PB-防刮修飾面板（銀色）,茂 訊 防刮修飾面板（銀色）,9EASYDPLAPBS,門 禁 對 講,茂 訊,DPLA-PB,防刮修飾面板（銀色）,143,200,109,https://drive.google.com/open?id=1ER9B4RbxFdtByusfQY8emuesbh7Dqkxl&usp=drive_copy
明 緯-LRS-350-12-電源供應器 12V29A,明 緯 電源供應器 12V29A,9EYMWLRS7524V32A,受 電 供 電,明 緯,LRS-350-12,電源供應器 12V29A,315,460,252,https://drive.google.com/open?id=1_Dfn52cv2iV5VDR5oNHXk9mziMtlgVx8&usp=drive_copy
明 緯-LRS-25-12-電源供應器 12V2A,明 緯 電源供應器 12V2A,9EYLRS7515V5A,受 電 供 電,明 緯,LRS-25-12,電源供應器 12V2A,400,500,274,https://drive.google.com/open?id=1hqv8FWmC3_lWGiLBy3WNG_zbFDwHvr98&usp=drive_copy
明 緯-LRS-450-12-電源供應器 12V37.5A,明 緯 電源供應器 12V37.5A,9ZASMWLRS7512,受 電 供 電,明 緯,LRS-450-12,電源供應器 12V37.5A,420,500,360,https://drive.google.com/open?id=1XEMhbfJZWx7AgN06lDATYw9jLk41qCrC&usp=drive_copy
明 緯-LRS-35-12-電源供應器 12V3A,明 緯 電源供應器 12V3A,9EYLRS5024V22A,受 電 供 電,明 緯,LRS-35-12,電源供應器 12V3A,279,390,216,https://drive.google.com/open?id=16zLTpwTFRGcaDpcIgeBVeZ-L8OWaqUGT&usp=drive_copy
明 緯-LRS-50-12-電源供應器 12V4.2A,明 緯 電源供應器 12V4.2A,9EYLRS5012V42A,受 電 供 電,明 緯,LRS-50-12,電源供應器 12V4.2A,321,450,266,https://drive.google.com/open?id=1XM7RBzL5Qb8yOahZYYpRAcu8D4yJ3aPm&usp=drive_copy
明 緯-LRS-75-12-電源供應器 12V6A（單組輸出）,明 緯 電源供應器 12V6A（單組輸出）,9EYLRS45012,受 電 供 電,明 緯,LRS-75-12,電源供應器 12V6A（單組輸出）,1375,1880,1031,https://drive.google.com/open?id=1sUA3B2x0NfqoAIhmoGXHJnH0stb5ca5G&usp=drive_copy
明 緯-LRS-100-12-電源供應器 12V8.5A,明 緯 電源供應器 12V8.5A,9EYLRS6512V3A,受 電 供 電,明 緯,LRS-100-12,電源供應器 12V8.5A,357,500,266,https://drive.google.com/open?id=1cMVFYN3IpUV6lTkfMammjxO6Ce2-m-9o&usp=drive_copy
明 緯-LRS-150-12-電源供應器 15V10A,明 緯 電源供應器 15V10A,9EYMYLRS35012,受 電 供 電,明 緯,LRS-150-12,電源供應器 15V10A,1110,1619,888,https://drive.google.com/open?id=1aGvSyqyHr-LPDQVXQSjzpjGZDYX-Va66&usp=drive_copy
明 緯-LRS-150-15-電源供應器 15V10A,明 緯 電源供應器 15V10A,9EYLRS2512V2A,受 電 供 電,明 緯,LRS-150-15,電源供應器 15V10A,243,340,188,https://drive.google.com/open?id=1oxu_HPBFB0hcPJvLRTFZDx4clFz2HMdh&usp=drive_copy
明 緯-LRS-75-24-電源供應器 15V5A,明 緯 電源供應器 15V5A,9EYLRS20024V88A,受 電 供 電,明 緯,LRS-75-24,電源供應器 15V5A,629,880,468,https://drive.google.com/open?id=1D7HfKTVpyaMtAkJ-DqC35W9DsKhwxclW&usp=drive_copy
明 緯-LRS-100-15-電源供應器 15V7A,明 緯 電源供應器 15V7A,9EYLRS15024V65A,受 電 供 電,明 緯,LRS-100-15,電源供應器 15V7A,857.14,1200,658,https://drive.google.com/open?id=1B8q6o2O7aeMSbWZEvfJPFGd3_lVKsQca&usp=drive_copy
明 緯-LRS-50-24-電源供應器 24V2.2A,明 緯 電源供應器 24V2.2A,9EYMWLRS15015,受 電 供 電,明 緯,LRS-50-24,電源供應器 24V2.2A,562.08,720,449.66,https://drive.google.com/open?id=1Wa5yWp4GMiwPOz8BCF-S3yW3ksqEATYS&usp=drive_copy
明 緯-LRS-75-15-電源供應器 24V3.2A,明 緯 電源供應器 24V3.2A,9EYLRS15012V,受 電 供 電,明 緯,LRS-75-15,電源供應器 24V3.2A,466,680,373,https://drive.google.com/open?id=1Fre-IbiqBBkgF7-CFZvzA3abW3Byd5Vc&usp=drive_copy
明 緯-LRS-100-24-電源供應器 24V4.5A,明 緯 電源供應器 24V4.5A,9EYMYLRS10024,受 電 供 電,明 緯,LRS-100-24,電源供應器 24V4.5A,486,680,373,https://drive.google.com/open?id=1a7Xiap2-YYoARIC43Bre7O8vMXXjBR76&usp=drive_copy
明 緯-LRS-150-24-電源供應器 24V6.5A,明 緯 電源供應器 24V6.5A,9EYMYLRS10015,受 電 供 電,明 緯,LRS-150-24,電源供應器 24V6.5A,600,840,460,https://drive.google.com/open?id=1yAOO84wEUn8wpOA3965O6LW4OZFPDpEC&usp=drive_copy
明 緯-LRS-200-24-電源供應器 24V8.8A,明 緯 電源供應器 24V8.8A,9EYMYLRS10012,受 電 供 電,明 緯,LRS-200-24,電源供應器 24V8.8A,356.44,520,285.15,https://drive.google.com/open?id=1OaxXUM8jfOtGrFjd5P1HpuRrLh49JG4u&usp=drive_copy
訊 舟-ES-3205P-5埠網路交換器,訊 舟 5埠網路交換器,9CWCJES3205P,有 線 傳 輸,訊 舟,ES-3205P,5埠網路交換器,293,★★★,263.96,https://drive.google.com/open?id=1WqdrYESVp5mx83fV7zUfbpo1bepUQpjq&usp=drive_fs
訊 舟-GS-1105PE-5埠Gigabit PoE+交換器,訊 舟 5埠Gigabit PoE+交換器,9CWCJGS1105PE,有 線 傳 輸,訊 舟,GS-1105PE,5埠Gigabit PoE+交換器,1920,2950,1630,https://drive.google.com/open?id=18oN5UrmHMCeHGL_9vrJRK-hfIZn-t_Yi&usp=drive_fs
訊 舟-GS-1024-24埠Gigabit 網路交換器,訊 舟 24埠Gigabit 網路交換器,9CWCJGS1024,有 線 傳 輸,訊 舟,GS-1024,24埠Gigabit 網路交換器,2100,3250,1966,https://drive.google.com/open?id=1UrfkzknNrYBb-L1batwSCFRZB487ZD_g&usp=drive_fs
訊 舟-GS-1008PL V2-8埠Gigabit PoE+交換器,訊 舟 8埠Gigabit PoE+交換器,9CWCJGS1008PLV2,有 線 傳 輸,訊 舟,GS-1008PL V2,8埠Gigabit PoE+交換器,2750,3670,2467,https://drive.google.com/open?id=1f9iVZiOi12Ol6vvebSDFOI_Ve_8AAL-E&usp=drive_fs
訊 舟-GS-5008E-8埠Gigabit 智慧型網路交換器,訊 舟 8埠Gigabit 智慧型網路交換器,9CWCJGS5008E,有 線 傳 輸,訊 舟,GS-5008E,8埠Gigabit 智慧型網路交換器,1035,1480,916,https://drive.google.com/open?id=1jFnMNC0XpjEs9nq556d_n3WksOwzlNDV&usp=drive_fs
訊 舟-GS-5208PLG-8埠Gigabit 智慧型網管PoE交換器,訊 舟 8埠Gigabit 智慧型網管PoE交換器,9CWCJGS5208PLG,有 線 傳 輸,訊 舟,GS-5208PLG,8埠Gigabit 智慧型網管PoE交換器,5000,7800,4600,https://drive.google.com/open?id=1G_ptuq_4gRoJLnKDOMvQDl2Va69HPSmH&usp=drive_copy
訊 舟-GS-5210PLG-10埠Gigabit 智慧型網管PoE交換器,訊 舟 10埠Gigabit 智慧型網管PoE交換器,9CWCJGS5210PLMIT,有 線 傳 輸,訊 舟,GS-5210PLG,10埠Gigabit 智慧型網管PoE交換器,6850,9750,5920,https://drive.google.com/open?id=17jOt7NoSQeZoGIZ_wPzlqgaKmrU3qYdx&usp=drive_fs
訊 舟-IGS-1105P-5埠工業用寬溫長距離PoE+交換器,訊 舟 5埠工業用寬溫長距離PoE+交換器,9CWCJIGS1105P,有 線 傳 輸,訊 舟,IGS-1105P,5埠工業用寬溫長距離PoE+交換器,4300,6760,3597,https://drive.google.com/open?id=14qQoIpyP8sqRtbA5g8Br-k6-_5gm-skV&usp=drive_fs
訊 舟-IGS-1210P-10埠工業用寬溫長距離PoE+網路交換器,訊 舟 10埠工業用寬溫長距離PoE+網路交換器,9CWCJIGS1210PV2,有 線 傳 輸,訊 舟,IGS-1210P,10埠工業用寬溫長距離PoE+網路交換器,5500,8700,4640,https://drive.google.com/open?id=1C7GrlKE1WpnnFNgPXzbJGDQ06SJK1KuN&usp=drive_fs
訊 舟-GS-5216PLC-16埠Gigabit+2埠Gigabit RJ45+SFP 智慧型網管PoE交換器,訊 舟 16埠Gigabit+2埠Gigabit RJ45+SFP 智慧型網管PoE交換器,9CWCJGS5216PLC,有 線 傳 輸,訊 舟,GS-5216PLC,16埠Gigabit+2埠Gigabit RJ45+SFP 智慧型網管PoE交換器,10500,17600,9408,https://drive.google.com/open?id=1FN6rZ8Ff9YA_hgcUxg7GBwrVXxwRipLk&usp=drive_fs
訊 舟-GS-5216PLC V2-16埠Gigabit L2 網管型 PoE+網路交換器,訊 舟 16埠Gigabit L2 網管型 PoE+網路交換器,9CWCJGS5216PLCV2,有 線 傳 輸,訊 舟,GS-5216PLC V2,16埠Gigabit L2 網管型 PoE+網路交換器,10500,17600,9509,https://drive.google.com/open?id=1gxtcm4saVFNOcDJ_PLzSTJ-ga2O87zYF&usp=drive_fs
訊 舟-GS-1016 V2-16埠Gigabit網路交換器,訊 舟 16埠Gigabit網路交換器,9CWCJGS1016V2,有 線 傳 輸,訊 舟,GS-1016 V2,16埠Gigabit網路交換器,1750,2680,1601,https://drive.google.com/open?id=1ZyP56sa6NBm_eWXOKPIUTNU7hpqo-rJb&usp=drive_fs
訊 舟-GS-1026 V2-24埠Gigabit+2埠SFP機架式交換器,訊 舟 24埠Gigabit+2埠SFP機架式交換器,9CWCJGS1026V2,有 線 傳 輸,訊 舟,GS-1026 V2,24埠Gigabit+2埠SFP機架式交換器,2900,4990,2547,https://drive.google.com/open?id=1cjUXzfuMIEfhQ7XmabRr-eK0quagDmie&usp=drive_fs
訊 舟-GS-5424PLC V3-24埠Gigabit+4埠10GSFP+ PoE+網管交換器,訊 舟 24埠Gigabit+4埠10GSFP+ PoE+網管交換器,9CWCJGS5424PLCV3,有 線 傳 輸,訊 舟,GS-5424PLC V3,24埠Gigabit+4埠10GSFP+ PoE+網管交換器,14500,23500,12590,https://drive.google.com/open?id=18L74LZYjychwnPv-slr6wOejnfPyfbTH&usp=drive_fs
訊 舟-GS-5424PLX-24埠Gigabit+4埠Gigabit RJ45+SFP PoE網管交換器,訊 舟 24埠Gigabit+4埠Gigabit RJ45+SFP PoE網管交換器,9CWCJGS5424PLX,有 線 傳 輸,訊 舟,GS-5424PLX,24埠Gigabit+4埠Gigabit RJ45+SFP PoE網管交換器,16500,27500,14541,https://drive.google.com/open?id=1Jznth1I-v1pPyVYMhI5IbZo2VOXMPxEC&usp=drive_fs
訊 舟-GS-5424G-24埠Gigabit+4埠SFP智慧型網管高速網路交換器,訊 舟 24埠Gigabit+4埠SFP智慧型網管高速網路交換器,9CWCJGS5424G,有 線 傳 輸,訊 舟,GS-5424G,24埠Gigabit+4埠SFP智慧型網管高速網路交換器,5300,8040,4880,https://drive.google.com/open?id=1lhA1aMlNZP-GCpUBbzj17K7a9LNWL3fe&usp=drive_fs
訊 舟-FS-5428X-28埠GigabitSFP全光纖L2+網管交換器,訊 舟 28埠GigabitSFP全光纖L2+網管交換器,9CWCJFS5428X,有 線 傳 輸,訊 舟,FS-5428X,28埠GigabitSFP全光纖L2+網管交換器,70000,54000,60320,https://drive.google.com/open?id=1Tje3XruDZXvFR7jmuuLLyVVYVU0bqQxL&usp=drive_fs
訊 舟-CAP300-300Mbps高速PoE吸頂式基地台,訊 舟 300Mbps高速PoE吸頂式基地台,9CWCJCAP300,無 線 網 路,訊 舟,CAP300,300Mbps高速PoE吸頂式基地台,2050,4200,1656,https://drive.google.com/open?id=1NcFJgKHI3cozKRrRaC94zQIymzc620rK&usp=drive_copy
訊 舟-GS-5654LX-48埠Gigabit+6埠10GSFP+網管交換器,訊 舟 48埠Gigabit+6埠10GSFP+網管交換器,9CWCJGS5654LXMIT,有 線 傳 輸,訊 舟,GS-5654LX,48埠Gigabit+6埠10GSFP+網管交換器,22000,43500,17548,https://drive.google.com/open?id=1f_2qPKJyK-ZvZyzKxkTc6rm37yI4m-pY&usp=drive_copy
訊 舟-BR-6478AC V2-AC1200 VPN Gigabit無線網路分享器,訊 舟 AC1200 VPN Gigabit無線網路分享器,9CWCJBR6478ACV2,無 線 網 路,訊 舟,BR-6478AC V2,AC1200 VPN Gigabit無線網路分享器,1500,1700,1211,https://drive.google.com/open?id=158kbBs0ZrxHuRF9lDSli-7_vxkqKdQ2g&usp=drive_copy
訊 舟-IAP1200-AC1200入牆式PoE無線基地台,訊 舟 AC1200入牆式PoE無線基地台,9CWCJIAP1200,無 線 網 路,訊 舟,IAP1200,AC1200入牆式PoE無線基地台,2800,5150,2530,https://drive.google.com/open?id=1weAicx7Coy4dRyT1ci7sFxfg6ckbed-i&usp=drive_copy
訊 舟-CAP1200-AC1200長距離吸頂式無線基地台,訊 舟 AC1200長距離吸頂式無線基地台,9CWCJCAP1200,無 線 網 路,訊 舟,CAP1200,AC1200長距離吸頂式無線基地台,3850,6000,3105,https://drive.google.com/open?id=1nigX4Te0Df1jCbfqLV6z-CP7WLMSkyYs&usp=drive_copy
訊 舟-OAP1300 V2-AC1300Wave2 戶外型PoE無線基地台,訊 舟 AC1300Wave2 戶外型PoE無線基地台,9CWCJOAP1300V2,無 線 網 路,訊 舟,OAP1300 V2,AC1300Wave2 戶外型PoE無線基地台,6100,9850,5319,https://drive.google.com/open?id=1gTavCpNrwP9WllgbLKnMT--_9JFbuZtS&usp=drive_copy
訊 舟-CAP1300-AC1300Wave2 長距離吸頂式無線基地台,訊 舟 AC1300Wave2 長距離吸頂式無線基地台,9CWCJCAP1300,無 線 網 路,訊 舟,CAP1300,AC1300Wave2 長距離吸頂式無線基地台,3250,6600,2688,https://drive.google.com/open?id=1aSVBz5oedPijaF1vXXGiPRa6iLghkwKI&usp=drive_copy
訊 舟-OAP1750-AC1750 雙頻戶外型PoE無線基地台,訊 舟 AC1750 雙頻戶外型PoE無線基地台,9CWCJOAP1750,無 線 網 路,訊 舟,OAP1750,AC1750 雙頻戶外型PoE無線基地台,24000,35900,21386,https://drive.google.com/open?id=1Bx0_cPf3qopKpY87PgnK-mDH9p8dgf3w&usp=drive_copy
訊 舟-RG21S-AC2600MU-MIMO智慧漫遊無線網路分享器,訊 舟 AC2600MU-MIMO智慧漫遊無線網路分享器,9CWCJRG21S,無 線 網 路,訊 舟,RG21S,AC2600MU-MIMO智慧漫遊無線網路分享器,1800,5040,1610,https://drive.google.com/open?id=1ee-4pTXU6ZTrjLLRXli05VUtaFgzAgkK&usp=drive_copy
訊 舟-BR-6288ACL-AC600 玩家無線網路分享器,訊 舟 AC600 玩家無線網路分享器,9CWCJBR6288ACL,無 線 網 路,訊 舟,BR-6288ACL,AC600 玩家無線網路分享器,550,745,500,https://drive.google.com/open?id=1Y3oXU13OAFyn6l3nHg0joRFZoZd2tBP2&usp=drive_copy
訊 舟-BR-6208AC-AC750 多模式無線網路寬頻分享器,訊 舟 AC750 多模式無線網路寬頻分享器,9CWCJBR6208AC,無 線 網 路,訊 舟,BR-6208AC,AC750 多模式無線網路寬頻分享器,780,1360,700,https://drive.google.com/open?id=1T9WcXy9DMGWmYGi7dPTbhIubyKcrynn3&usp=drive_copy
訊 舟-OAP900-AC900 長距離室外無線基地台,訊 舟 AC900 長距離室外無線基地台,9CWCJOAP900,無 線 網 路,訊 舟,OAP900,AC900 長距離室外無線基地台,6280,9850,4895,https://drive.google.com/open?id=1C3JmNCJRG6PzJqW1J_0IKB2bKaeA04tu&usp=drive_copy
訊 舟-CAX1800-AX1800Wi-Fi6雙頻吸頂式PoE無線基地台,訊 舟 AX1800Wi-Fi6雙頻吸頂式PoE無線基地台,9CWCJCAX1800,無 線 網 路,訊 舟,CAX1800,AX1800Wi-Fi6雙頻吸頂式PoE無線基地台,4700,7950,4133,https://drive.google.com/open?id=10nibKhMDp7DQi-xrzOrN2v9XbcJX1g5w&usp=drive_copy
訊 舟-GP-101IT-PoE網路供電器,訊 舟 PoE網路供電器,9CWCJGP101IT,受 電 供 電,訊 舟,GP-101IT,PoE網路供電器,800,1270,707,https://drive.google.com/open?id=1A8BxlJdCkTDN27RSFHe9M5wGkV_AsC5A&usp=drive_copy
訊 舟-FR-100-多功能整合式次世代防火牆,訊 舟 多功能整合式次世代防火牆,9CWCJFR100,通 訊 協 定,訊 舟,FR-100,多功能整合式次世代防火牆,12500,18000,10616,https://drive.google.com/open?id=1Hv9uby9yfj6iUHYtpDHuypqxjC3V4iIM&usp=drive_copy
訊 舟-FR-200-多功能整合式次世代防火牆,訊 舟 多功能整合式次世代防火牆,9CWCJFR200,通 訊 協 定,訊 舟,FR-200,多功能整合式次世代防火牆,65000,79000,51546,https://drive.google.com/open?id=1PSMI7BAbCHA-4lcmJp2QhkKg6FROezW1&usp=drive_copy
訊 舟-ES-5104PH V2-長距離5埠PoE+高速乙太網路交換器,訊 舟 長距離5埠PoE+高速乙太網路交換器,9CWCJES5104PHV2,有 線 傳 輸,訊 舟,ES-5104PH V2,長距離5埠PoE+高速乙太網路交換器,1530,1950,1367,https://drive.google.com/open?id=1TNsLEIqSkGhWsa6HGyi11A-xrSjCK6Hj&usp=drive_copy
訊 舟-ES-1008PH V2-長距離8埠PoE+高速乙太網路交換器,訊 舟 長距離8埠PoE+高速乙太網路交換器,9CWCJES1008PV2,有 線 傳 輸,訊 舟,ES-1008PH V2,長距離8埠PoE+高速乙太網路交換器,3360,4200,2963,https://drive.google.com/open?id=1KXGvyURlqRpQb1Yf1Dm7nnSRH8pVc3t1&usp=drive_copy
訊 舟-APC500-無線基地台控制器,訊 舟 無線基地台控制器,9CWCJAPC500,無 線 網 路,訊 舟,APC500,無線基地台控制器,7600,8900,6800,https://drive.google.com/open?id=1ZcqhEDhEyMVoupn8RBiuD1wRZolo2VWu&usp=drive_copy
訊 舟-MG-1000AS1 V2-模組：SFP光纖,訊 舟 模組：SFP光纖,9CWCJMG1000AS1V2,通 訊 協 定,訊 舟,MG-1000AS1 V2,模組：SFP光纖,650,900,576,https://drive.google.com/open?id=11gBT_17n9d__gbUs1wdGKckW3E_OVvNN&usp=drive_copy
